seconds 	point x 	point y 	point z 	position x	position y	position z	pupil diameter	flag    	

0.08    	0.19    	1.38    	3.40    	0.15    	1.00    	0.17    	3.60    	gaze started: p_3_3	
0.14    	0.20    	1.35    	3.40    	0.15    	1.00    	0.17    	3.60    	-       	
0.19    	0.22    	1.34    	3.40    	0.15    	1.00    	0.17    	3.59    	-       	
0.25    	0.21    	1.34    	3.46    	0.15    	1.00    	0.17    	3.60    	-       	
0.29    	0.21    	1.34    	3.46    	0.15    	1.00    	0.17    	3.58    	-       	
0.35    	0.16    	1.34    	3.40    	0.15    	1.00    	0.17    	3.56    	-       	
0.39    	-0.09   	1.08    	3.40    	0.15    	1.00    	0.17    	3.53    	gaze started: p_3_3	
0.45    	-0.50   	0.30    	2.94    	0.15    	1.00    	0.17    	3.47    	gaze started: p_4_2	
0.49    	-0.43   	0.33    	2.94    	0.15    	1.00    	0.17    	3.47    	-       	
0.56    	-0.43   	0.33    	2.94    	0.15    	1.00    	0.17    	3.45    	-       	
0.63    	-0.40   	0.33    	2.94    	0.14    	1.00    	0.17    	3.49    	-       	
0.68    	-0.43   	0.32    	2.94    	0.14    	1.00    	0.18    	3.51    	-       	
0.73    	-0.37   	0.22    	2.94    	0.14    	1.00    	0.18    	3.52    	-       	
0.79    	0.07    	0.46    	1.21    	0.14    	0.99    	0.17    	3.72    	-       	
0.84    	0.07    	0.46    	1.20    	0.14    	0.99    	0.17    	3.76    	-       	
0.90    	0.07    	0.46    	1.19    	0.14    	0.99    	0.17    	3.76    	-       	
0.95    	0.07    	0.46    	1.19    	0.14    	0.99    	0.17    	3.79    	-       	
1.01    	0.07    	0.46    	1.20    	0.14    	0.99    	0.17    	3.87    	-       	
1.06    	0.07    	0.46    	1.28    	0.14    	0.99    	0.17    	4.00    	-       	
1.12    	0.55    	0.54    	-0.22   	0.14    	0.99    	0.17    	0.00    	-       	
1.18    	0.55    	0.54    	-0.22   	0.14    	0.99    	0.17    	0.00    	-       	
1.23    	0.55    	0.53    	-0.22   	0.14    	0.99    	0.17    	0.00    	-       	
1.28    	-0.22   	1.68    	3.40    	0.14    	0.99    	0.17    	4.11    	-       	
1.33    	-0.22   	1.63    	3.40    	0.14    	0.99    	0.17    	3.97    	gaze started: p_3_2	
1.39    	0.36    	1.67    	3.40    	0.14    	0.99    	0.17    	3.73    	-       	
1.44    	0.49    	1.71    	3.40    	0.14    	1.00    	0.17    	3.57    	gaze started: p_3_3	
1.49    	0.50    	1.71    	3.40    	0.14    	1.00    	0.17    	3.44    	-       	
1.55    	0.45    	1.66    	3.40    	0.14    	1.00    	0.17    	3.28    	-       	
1.60    	0.57    	0.49    	-0.20   	0.14    	1.00    	0.17    	0.00    	-       	
1.66    	0.58    	0.49    	-0.20   	0.14    	1.00    	0.17    	0.00    	-       	
1.71    	-0.20   	1.87    	3.40    	0.14    	1.00    	0.17    	3.07    	-       	
1.77    	-0.28   	1.91    	3.40    	0.14    	1.00    	0.17    	3.01    	gaze started: p_2_2	
1.82    	-0.21   	1.86    	3.40    	0.14    	1.00    	0.17    	2.94    	-       	
1.89    	-0.19   	1.89    	3.40    	0.14    	1.00    	0.17    	2.95    	-       	
1.94    	-0.17   	1.87    	3.40    	0.14    	1.00    	0.18    	2.92    	-       	
2.01    	-0.17   	1.85    	3.40    	0.14    	1.00    	0.18    	2.92    	-       	
2.06    	-0.13   	1.83    	3.40    	0.14    	1.00    	0.17    	2.95    	gaze fixated: p_2_2	
2.12    	-0.17   	1.82    	3.40    	0.14    	1.00    	0.17    	2.98    	-       	
2.19    	-0.14   	2.22    	3.40    	0.14    	1.00    	0.17    	3.17    	-       	
2.26    	-0.08   	2.23    	3.40    	0.14    	1.00    	0.17    	3.19    	-       	
2.31    	-0.07   	2.23    	3.40    	0.14    	1.00    	0.17    	3.23    	-       	
